bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0403,,LAW,02/01 Governor signed; Session Law Chapter 2; Effective: 02/01/06,2006-01-20,2006-01-25,,"['Representative Eskridge', 'Senator McGee']",Signed,"APPROPRIATIONS - Providing for the transfer of $9,250,000 to the Fire Suppression Deficiency Fund; providing for the transfer of $47,800 to the Pest Control Deficiency Fund; and providing for the transfer of $87,700 to the Hazardous Substance Emergency Response Fund.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0403/,
H0404,,LAW,02/07 Governor signed; Session Law Chapter 3; Effective: 02/07/06,2006-01-23,2006-01-27,,"['Representative Harwood', 'Senator Werk']",Signed,"APPROPRIATIONS - Appropriating an additional $24,200 to the Office of the Governor for the Military Division for fiscal year 2006.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0404/,
H0405,,LAW,02/17 Governor signed; Session Law Chapter 13; Effective: 07/01/06; 1/1/12 Sunset Clause,2006-01-30,2006-02-10,,"['Representative Pasley-Stuart', 'Senator Goedde']",Signed,"WORKFORCE DEVELOPMENT TRAINING TAX - Amends existing law to extend the sunset date on the Workforce Development Training Fund Training Tax for an additional five years - from January 1, 2007, to January 1, 2012.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0405/,
H0406,,LAW,02/17 Governor signed; Session Law Chapter 14; Effective: 07/01/06,2006-01-30,2006-02-10,,"['Representative Mathews', 'Senator Coiner']",Signed,SCIENCE AND TECHNOLOGY ADVISORY COUNCIL - Adds to existing law to create a Science and Technology Advisory Council; and to provide duties and membership of the council.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0406/,
H0407,,H Com/HuRes,01/19 Rpt prt - to Com/HuRes,,,,,,"UNEMPLOYMENT BENEFITS - Amends existing law to revise conditions when a reserve tax may be imposed; to provide additional methods for charging benefits attributable to cost reimbursement employers under the Employment Security Law; to provide for repayment of any benefits received as a result of having willfully made a false statement or willfully failed to report a material fact; to define ""employment security information"" under the Public Records Act; to provide that the identity of an informant who reports a suspected violation of the Employment Security Law to the Department of Commerce and Labor under an assurance of confidentiality shall not be disclosed; to clarify that the State Tax Commission and the Department of Commerce and Labor can exchange certain information; and to provide that amounts owed for penalty and interest on debts owed to the State Tax Commission or the Department of Commerce and Labor may be offset against refunds owed to the debtor by either agency.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0407/,
H0408,,H St Aff,01/19 Rpt prt - to St Aff,,,,,,"EMINENT DOMAIN - Adds to and amends existing law to provide that the right of eminent domain may be exercised on behalf of a public use; to provide that conveyance of a condemned property or an interest in a condemned property to a private party shall not be a public use; to provide application; to further define the terms ""deteriorated area"" and ""deteriorating area""; to provide procedures for acquisition of property within a deteriorated area; to provide procedures for acquisition of property located within adjoining areas; to limit eminent domain powers of a county-based intermodal commerce authority; and to provide that no governing body shall delegate the power of eminent domain to an intermodal commerce authority nor shall a governing body exercise the power of eminent domain on behalf of any intermodal commerce authority on behalf of any project of an intermodal commerce authority.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0408/,
H0409,,LAW,02/07 Governor signed; Session Law Chapter 4; Effective: 02/07/06,2006-01-24,2006-01-30,,"['Representative Bell', 'Senator Cameron']",Signed,"APPROPRIATIONS - Stating legislative findings; and providing for the transfer of an additional $70,000,000 to the Budget Stabilization Fund.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0409/,
H0410,,LAW,03/15 Governor signed; Session Law Chapter 94; Effective: 07/01/06,2006-02-27,2006-03-08,,"['Representative Andrus', 'Senator Broadsword']",Signed,MEAT INSPECTION - Repeals existing law to delete provisions relating to meat inspections.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0410/,
H0411,,LAW,03/15 Governor signed; Session Law Chapter 93; Effective: 07/01/06,2006-02-21,2006-03-08,,"['Representative Brackett', 'Senator Gannon']",Signed,CATTLE - Amends existing law relating to tuberculosis to revise provisions relating to compensation for destroyed cattle or other animals.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0411/,
H0412,,LAW,03/30 Governor signed; Session Law Chapter 216; Effective: 07/01/06,2006-02-28,2006-03-21,,"['Representative Brackett', 'Senator Broadsword']",Signed,BRUCELLOSIS - Amends existing law to revise veterinarian duties relating to the branding of positive reactors to a test for brucellosis.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0412/,
H0413,,LAW,03/08 Governor signed; Session Law Chapter 16; Effective: 07/01/06,2006-02-02,2006-02-24,,"['Representative Bilbao', 'Senator McKenzie']",Signed,"CODIFIER CORRECTIONS - Amends existing law to ""clean up"" various code sections and subsections by renumbering those code sections or subsections that were redesignated by the compiler of the Idaho Code as a result of multiple amendments to code sections prior to the 2006 legislative session; and to correct typographical errors.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0413/,
H0414,,LAW,03/11 Governor signed; Session Law Chapter 22; Effective: 03/11/06,2006-02-14,2006-03-02,,"['Representative Miller', 'Senator Malepeai']",Signed,"POLITICAL CANDIDATES - Amends existing law to provide that the political treasurer for a candidate who was defeated in the primary election and whose post-primary report shows an unexpended balance of contributions or a campaign debt, shall continue to file annual reports until there is no unexpended balance of contributions or no campaign expenditure deficit.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0414/,
H0415,,LAW,03/11 Governor signed; Session Law Chapter 23; Effective: 03/11/06,2006-02-15,2006-03-02,,"['Representative Ellsworth', 'Senator Little']",Signed,"CAMPAIGN CONTRIBUTIONS - Amends existing law to provide application of the limitations on contributions law to political campaign contributions by political committees, by a person or political committee whose contribution or expenditure activity is financed, maintained or controlled by a trade association, labor union or collective bargaining organization.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0415/,
H0416,,H St Aff,01/20 Rpt prt - to St Aff,,,,,,CAMPAIGN CONTRIBUTIONS - Repeals and adds to existing law to enumerate permitted and nonpermitted uses of a contribution accepted by a candidate for public office.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0416/,
H0417,,H St Aff,01/20 Rpt prt - to St Aff,,,,,,"STATE AGENCIES - SERVICE FEES - Adds to existing law to define ""state agencies""; to provide that state agencies may enter into certain agreements to provide access to services; and to provide that a service fee may be charged.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0417/,
H0418,,H Rev/Tax,01/20 Rpt prt - to Rev/Tax,,,,,,SCHOOLS - Amends existing law to reduce the amount that may be levied for school maintenance and operation levies; to revise the local school district's contribution calculation for school formula purposes; to revise how property tax replacement moneys are calculated; and to provide an annual three percent growth factor.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0418/,
H0419,,H Rev/Tax,01/20 Rpt prt - to Rev/Tax,,,,,,PROPERTY TAX - Amends existing law to revise how new construction or change of land use classification may be calculated for property tax revenue purposes for a taxing district's budget; and to provide that foregone increases may not be calculated for future increases.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0419/,
H0420,,H Rev/Tax,01/20 Rpt prt - to Rev/Tax,,,,,,PROPERTY TAX - Adds to existing law to provide a moratorium on the ratio study to be performed by the State Tax Commission on taxes imposed on property shown on the 2006 tax roll only.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0420/,
H0421,Amended,LAW,04/12 Governor signed; Session Law Chapter 429; Effective: 01/01/06,2006-04-11,2006-03-23,,"['Representative Lake', 'Senator Langhorst', 'Senator Corder', 'Senator Hill']",Signed,"PROPERTY TAX - Amends existing law to provide that the first $75,000 of the market value for assessment purposes of the homestead or 50% of the market value for assessment purposes of the homestead, whichever is lesser, shall be exempt from property taxation; to define ""homestead""; to provide for certain annual adjustments to the maximum amount subject to property tax exemption; to provide for publication and dissemination of adjustments; and to provide that the publication of adjustments shall be exempt from the provisions of the administrative procedure act.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0421/,
H0422,Amended,LAW,04/07 Governor signed; Session Law Chapter 350; Effective: 01/01/06,2006-04-05,2006-03-23,,"['Representative Lake', 'Senator Hill']",Signed,"PROPERTY TAX - Amends existing law to delete adjustments to income limitations; to provide for a maximum income limitation of $28,000 for tax year 2006 and each year thereafter or 185% of federal poverty guidelines for tax year 2006 and each year thereafter; to provide for a maximum tax reduction of $1,320 in tax year 2006 and thereafter for circuit breaker property tax relief; and to revise the definitions of ""claimant"" and ""income.""                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0422/,
H0423,,H Rev/Tax,01/20 Rpt prt - to Rev/Tax,,,,,,"PROPERTY TAX - Amends existing law to provide that the first $50,000 of the market value for assessment purposes or 50% of the market value for assessment purposes of the homestead, whichever is the lesser, shall be exempt from property taxation; to define ""homestead""; to provide for certain annual adjustments to the maximum amount subject to property tax exemption; to provide for publication and dissemination of adjustments; and to provide that the publication of adjustments shall be exempt from the provisions of the administrative procedure act.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2006/legislation/H0423/,
