bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0001,,LAW,"Reported Signed by Governor on April 2, 2015; Session Law Chapter 218; Effective: 07/01/2015",2015-03-23,2015-03-26,"['Representative Patrick Mc', 'Representative Linden Bateman', 'Representative Christy Perry', 'Representative Ilana Rubel', 'Senator Janie Ward', 'Senator Fred Martin', 'Senator Abby Lee']","['Representative McDonald', 'Representative Bateman', 'Senator Ward-Engelking']",Signed,STATE AMPHIBIAN - Adds to existing law to designate the Idaho Giant Salamander as the state amphibian of the State of Idaho.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0001/,
H0002,,H St Aff,01/16; Reported Printed and Referred to State Affairs,,,,,,CIVIL RIGHTS - Amends existing law to provide that freedom from discrimination because of sexual orientation or gender identity is a civil right.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0002/,
H0003,,S St Aff,"Introduced, read first time; referred to: State Affairs",2015-01-20,,,['Representative Palmer'],,ELECTION QUALIFICATIONS - Amends existing law to revise qualifications for a person to be eligible to be elected as a State Representative or Senator.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0003/,
H0004,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 25; Effective: 07/01/2015",2015-02-10,2015-02-25,,"['Representative Chew', 'Senator Schmidt']",Signed,"CONTROLLED SUBSTANCES - Amends existing law to revise registration requirements, to permit federal registrants to conduct research; to revise language relating to registration and to allow consideration of DEA registration restrictions; to provide the Board of Pharmacy with additional disciplinary authority; to revise restrictions to actions that require an order to show cause and to revise the fining authority of the board; and to remove language relating to records of registration.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0004/,
H0005,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 36; Effective: 07/01/2015",2015-02-09,2015-02-25,,"['Representative Troy', 'Senator Martin']",Signed,PHARMACY - Amends fingerprinting requirements for certain applicants.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0005/,
H0006,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 26; Effective: 07/01/2015",2015-02-10,2015-02-25,,"['Representative Chew', 'Senator Hagedorn']",Signed,PHARMACY - Amends and adds to existing law relating to prescription drug orders.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0006/,
H0007,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 27; Effective: 07/01/2015",2015-02-09,2015-02-25,,"['Representative Redman', 'Senator Hagedorn']",Signed,CONTROLLED SUBSTANCES - Amends existing law to require that an order for release of prescription monitoring program records must be issued by a judge.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0007/,
H0008,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 28; Effective: 07/01/2015",2015-02-10,2015-02-25,,"['Representative Chew', 'Senator Schmidt']",Signed,PHARMACY BOARD - Amends existing law relating to drug distribution.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0008/,
H0009,,LAW,"Reported Signed by Governor on March 5, 2015; Session Law Chapter 29; Effective: 03/05/2015",2015-02-09,2015-02-25,,"['Representative Beyeler', 'Senator Martin']",Signed,CONTROLLED SUBSTANCES - Amends existing law to revise drug schedules.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0009/,
H0010,,LAW,"Reported Signed by Governor on February 26, 2015; Session Law Chapter 16; Effective: 07/01/2015",2015-01-30,2015-02-18,,"['Representative Dayley', 'Senator Johnson']",Signed,INCOME TAX - Amends existing law to provide that certain publication and printing requirements are satisfied if the information is made available to the public in electronic form.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2015/legislation/H0010/,
