bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0001,,LAW,"Reported Signed by Governor on February 4, 2013; Session Law Chapter 1; Effective: 01/01/13 with stipulation",2013-01-17,2013-01-28,,"['Representative Raybould', 'Senator Hill']",Signed,INCOME TAXES - Amends existing law to update references to the Internal Revenue Code.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0001/,
H0002,,LAW,"Reported Signed by Governor on February 12, 2013; Session Law Chapter 2; Effective: 01/01/13",2013-01-24,2013-02-04,,"['Representative Kauffman', 'Senator Werk']",Signed,INCOME TAX - Adds to and amends existing law to allow a deduction for certain recovery amounts included in federal income if no benefit was previously allowed for Idaho income tax purposes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0002/,
H0003,,LAW,"Reported Signed by Governor on February 12, 2013; Session Law Chapter 3; Effective: 07/01/2013",2013-01-24,2013-02-04,,"['Representative Anderson', 'Senator Rice']",Signed,TAX COMMISSION - Adds to existing law to provide that the State Tax Commission may release certain tax information in cases of identity theft.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0003/,
H0004,,LAW,"Reported Signed by Governor on February 12, 2013; Session Law Chapter 4; Effective: 01/01/13 Sections 1, 2, 4, & 5;; 01/01/12 Section 3",2013-01-24,2013-02-05,,"['Representative Burgoyne', 'Senator Werk']",Signed,"TAX COMMISSION - Amends existing law relating to income taxes to provide that any taxes paid to another state on which a credit for taxes paid is allowed shall be added back to income to prevent a double benefit; adds the word ""widower"" for income tax treatment of certain benefits; provides that the deduction for donation of technological equipment shall not exceed the fair market value or cost of the donation; and provides application to backup withholding by pass-through entities.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0004/,
H0005,,LAW,"Reported Signed by Governor on February 19, 2013; Session Law Chapter 5; Effective: 07/01/2013",2013-01-28,2013-02-08,,"['Representative Meline', 'Senator Bayer']",Signed,CIGARETTES - Amends existing law to clarify permitting requirements for persons actively engaged in making wholesale sales of cigarettes under the cigarette and tobacco products tax law.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0005/,
H0006,,H Rev/Tax,01/17; Reported Printed and Referred to Revenue & Taxation,,,,,,FOREIGN LANGUAGE USE - Amends existing law to permit the State Tax Commission to use languages other than English to inform taxpayers of their obligations under the tax laws of this state and to encourage or facilitate compliance with those obligations.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0006/,
H0007,,LAW,"Reported Signed by Governor on March 12, 2013; Session Law Chapter 53; Effective: 07/01/2013",2013-02-08,2013-03-01,,"['Representative Clow', 'Senator Guthrie']",Signed,FINANCE DEPARTMENT - Amends existing law relating to the Department of Finance to grant the director the authority to approve a multistate licensing program for use by certain persons and to provide requirements for such persons using an approved multistate licensing system.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0007/,
H0008,,LAW,"Reported Signed by Governor on March 12, 2013; Session Law Chapter 54; Effective: 07/01/2013",2013-02-08,2013-03-01,,"['Representative Smith', 'Senator Heider']",Signed,COMMERCIAL TRANSACTIONS - Amends existing law relating to commercial transactions to clarify what constitutes engaging in business in this state for which a certain license is required; to define a term; to provide for certain exemptions; to provide circumstances under which a license application shall be deemed withdrawn and void; to provide for the automatic expiration of certain licenses and to provide criteria for the reinstatement of an expired license; to revise requirements relating to payday loan business practices; and to revise provisions relating to prohibited actions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0008/,
H0009,,LAW,"Reported Signed by Governor on March 12, 2013; Session Law Chapter 55; Effective: 01/21/13",2013-02-08,2013-03-01,,"['Representative Youngblood', 'Senator Goedde']",Signed,"BANKS AND BANKING - Amends existing law relating to limitations on loans, investments and practices to define terms, to revise a definition, to provide an additional item that does not constitute a loan or extension of credit, to provide requirements for a bank that enters into a derivative transaction, to revise headings and to provide provisions relating to extensions of credit and credit exposure in a derivative transaction.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0009/,
H0010,,LAW,"Reported Signed by Governor on March 13, 2013; Session Law Chapter 64; Effective: 07/01/2013",2013-02-11,2013-03-05,,"['Representative Hixon', 'Senator Cameron']",Signed,RESIDENTIAL MORTGAGE PRACTICES ACT - Amends and repeals existing law relating to the Idaho Residential Mortgage Practices Act to revise provisions and to establish additional provisions.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0010/,
H0011,,LAW,"Reported Signed by Governor on March 12, 2013; Session Law Chapter 56; Effective: 07/01/2013",2013-02-01,2013-03-01,,"['Representative Morse', 'Senator Goedde']",Signed,CASUALTY INSURANCE - Amends existing law relating to casualty insurance contracts to provide a ground for an insurer to refuse to renew a certain policy.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0011/,
H0012,Amended,LAW,"Reported Signed by Governor on March 4, 2013; Session Law Chapter 34; Effective: 07/01/2013",2013-02-22,2013-02-15,,"['Representative Dayley', 'Senator Rice']",Signed,SALES AND USE TAX - Amends existing law to provide a sales tax exemption for food purchased with benefits provided under the Federal Supplemental Nutrition Assistance Program; and to clarify that for members of the military and accompanying spouses no use tax shall apply to certain articles acquired prior to a certain time.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0012/,
H0013,,H FAILED,"03/26; Rules Suspended: Ayes 64 Nays 0 Abs/Excd 6, read three times - FAILED - 19-50-1",2013-03-26,,,,,SALES AND USE TAX - Amends existing law to establish a duty to account for and pay over any use tax liability imposed on a taxpayer if that responsible party exercises certain control over management of the taxpayer.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0013/,
H0014,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 7; Effective: 07/01/2013",2013-01-28,2013-02-13,,"['Representative Anderst', 'Senator Johnson']",Signed,PROPERTY TAXATION - Amends existing law to revise the calculation of net operating income of low-income housing for property taxation purposes.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0014/,
H0015,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 8; Effective: 07/01/2013",2013-01-28,2013-02-13,,"['Representative Trujillo', 'Senator McKenzie']",Signed,"SALES AND USE TAX - Adds to existing law to define the term ""primary"" or ""primarily"" with respect to the use of tangible personal property for sales and use tax purposes.",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0015/,
H0016,,LAW,"Reported Signed by Governor on February 19, 2013; Session Law Chapter 6; Effective: 07/01/2013",2013-01-30,2013-02-08,,"['Representative Chew', 'Senator Schmidt']",Signed,PRESCRIPTION TRACKING - Amends existing law to clarify that pharmacists and practitioners may share information.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0016/,
H0017,,LAW,"Reported Signed by Governor on March 1, 2013; Session Law Chapter 28; Effective: 07/01/2013",2013-02-11,2013-02-19,,"['Representative Chew', 'Senator Schmidt']",Signed,PHARMACY - Amends and repeals existing law relating to the Board of Pharmacy.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0017/,
H0018,,H Health/Wel,01/18; Reported Printed and Referred to Health & Welfare,,,,,,UNIFORM CONTROLLED SUBSTANCES - Repeals and amends existing law related to Uniform Controlled Substances.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0018/,
H0019,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 11; Effective: 07/01/2013",2013-01-31,2013-02-14,,"['Representative Wood', 'Senator Johnson']",Signed,AIRPORTS - Repeals existing law relating to the state designation of airports.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0019/,
H0020,,LAW,"Reported Signed by Governor on February 26, 2013; Session Law Chapter 19; Effective: 07/01/2013",2013-01-31,2013-02-14,,"['Representative Hixon', 'Senator McKenzie']",Signed,MOTOR FUELS TAX - Amends existing law to clarify that refunds apply to gaseous special fuels; and to provide that the State Tax Commission may sell gaseous fuel permits.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0020/,
H0021,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 12; Effective: 07/01/2013",2013-01-31,2013-02-15,,"['Representative Gibbs', 'Senator Rice']",Signed,MUNICIPAL AIRPORTS - Amends existing law relating to municipal airports to remove language relating to certain pre-application approval by the Idaho Transportation Department.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0021/,
H0022,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 9; Effective: 01/01/14 for withholding periodsafter that date",2013-01-28,2013-02-13,,"['Representative Erpelding', 'Senator Vick']",Signed,INCOME TAXATION - Amends existing law to revise reporting and paying periods for Idaho income tax withheld by certain employers.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0022/,
H0023,,LAW,"Reported Signed by Governor on February 20, 2013; Session Law Chapter 10; Effective: 07/01/2013",2013-01-28,2013-02-13,,"['Representative Kauffman', 'Senator Werk']",Signed,BEER TAXATION - Amends existing law to remove language stating it is the State Tax Commission’s duty to prescribe rules regarding reporting of the tax on beer.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0023/,
H0024,,LAW,"Reported Signed by Governor on February 26, 2013; Session Law Chapter 20; Effective: 02/26/13",2013-02-01,2013-02-14,,"['Representative Trujillo', 'Senator Siddoway']",Signed,SALES TAX REVENUES - ELECTIONS - Amends existing law to revise how the increase for inflation will be distributed to counties for costs incurred in administering elections.,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2013/legislation/H0024/,
