bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0001,,LAW,02/18 Governor signed; Session Law Chapter 12; Effective: 07/01/99,1999-01-22,1999-02-08,,"['Representative Field(13)', 'Senator Dunklin']",Signed,MISSING PERSONS CLEARINGHOUSE - Amends existing law to provide for the permanent establishment of the missing persons clearinghouse; and to provide for immediate entry of information on missing and runaway children in the National Crime Information Center.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0001/,
H0002,,LAW,03/23 Governor signed; Session Law Chapter 194; Effective: 07/01/99,1999-01-19,1999-03-16,,"['Representative Cuddy', 'Senator Keough']",Signed,"NATURAL DISASTERS - DAMAGES - Amends existing law to provide that moneys transferred to the State Highway Account from the Restricted Highway Fund and the Idaho Petroleum Clean Water Trust Fund Suspense Account to match federal moneys for repair of damages from natural disasters shall apply to additional counties and shall include damages occurring in 1996, 1997 and 1998.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0002/,
H0003,,LAW,03/17 Governor signed; Session Law Chapter 65; Effective: 07/01/99,1999-02-02,1999-03-09,,"['Representative Hammond', 'Senator Davis']",Signed,INSURANCE - Amends existing law to provide consistency in reporting requirements for insurers and to provide correct citations to other statutes.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0003/,
H0004,,LAW,03/18 Governor signed; Session Law Chapter 95; Effective: 07/01/99,1999-02-02,1999-03-11,,"['Representative Alltus', 'Senator Davis']",Signed,INSURERS - VARIABLE CONTRACTS - Amends existing law to remove a requirement that the Department of Insurance allow an insurer to issue variable contracts in Idaho based solely on affiliation with another insurer that is so authorized.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0004/,
H0005,Amended,LAW,03/18 Governor signed; Session Law Chapter 96; Effective: 07/01/99,1999-03-12,1999-03-09,,"['Representative Chase', 'Senator Davis']",Signed,INSURANCE - Amends existing law to authorize an administrative penalty for violations of the insurance code not governed by specific penalties.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0005/,
H0006,,LAW,03/18 Governor signed; Session Law Chapter 97; Effective: 07/01/99,1999-02-02,1999-03-11,,"['Representative Callister', 'Senator Davis']",Signed,INSURANCE AGENTS - LICENSURE - Amends existing law relating to insurance agent or broker licenses issued by the Department of Insurance to authorize licensure of Canadians; to strike specific requirements of the application for license; to increase the fee for service of a summons; and to further clarify the application of certain requirements.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0006/,
H0007,,LAW,03/11 Governor signed; Session Law Chapter 55; Effective: 07/01/99,1999-02-04,1999-03-02,,"['Representative Williams', 'Senator Burtenshaw']",Signed,FISH AND GAME - Amends existing law relating to fish and game licenses and tags to delete references to license endorsements.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0007/,
H0008,,LAW,03/08 Governor signed; Session Law Chapter 38; Effective: 07/01/99,1999-02-09,1999-02-25,,"['Representative Kendell', 'Senator Andreason']",Signed,FISH AND GAME - REPORT - Repeals existing law relating to the Fish and Game Department to delete the requirement for monthly reports to the State Controller which show the total number of each type license sold.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0008/,
H0009,,LAW,03/08 Governor signed; Session Law Chapter 39; Effective: 07/01/99,1999-02-09,1999-02-25,,"['Representative Wood', 'Senator Andreason']",Signed,FISH AND GAME - Adds to existing law to authorize the Fish and Game Commission to order discounted tag fees and to provide certain limits.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0009/,
H0010,,LAW,03/02 Governor signed; Session Law Chapter 32; Effective: 07/01/99,1999-02-04,1999-02-22,,"['Representative Moyle', 'Senator Lee']",Signed,WATERFOWL STAMP PROGRAM - Amends existing law to delete the waterfowl art stamp program and to provide for a migratory waterfowl validation.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0010/,
H0011,,H Res/Con,01/11 Rpt prt - to Res/Con,,,,,,FISH AND GAME - FUNDS - Amends existing law to discontinue the annual transfer of funds from the Fish and Game Account to the University of Idaho Caine Veterinary Teaching and Research Center.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0011/,
H0012,,LAW,03/17 Governor signed; Session Law Chapter 66; Effective: 07/01/99,1999-02-22,1999-03-09,,"['Representative Hansen(29)', 'Senator Frasure']",Signed,"WILDLIFE - ILLEGALLY TAKEN - Amends existing law to increase the reimbursable damages for illegally taken, possessed or wasted wildlife.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0012/,
H0013,,LAW,03/08 Governor signed; Session Law Chapter 43; Effective: 07/01/99,1999-02-04,1999-02-25,,"['Representative Field(20)', 'Senator Schroeder']",Signed,FISHING LICENSES - NONRESIDENT JUVENILES - Amends existing law to delete the requirement that nonresident juveniles be at least fourteen years of age to purchase a fishing license.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0013/,
H0014,,LAW,03/18 Governor signed; Session Law Chapter 98; Effective: 01/01/99,1999-02-15,1999-03-10,,"['Representative Watson', 'Senator Ipsen']",Signed,INSURANCE - Repeals and adds to existing law to enact the Long-term Care Insurance Act.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0014/,
H0015,,H Bus,01/11 Rpt prt - to Bus,,,,,,TITLE INSURANCE - LICENSE - Amends existing law to increase the term of a title insurance license from one year to two years; and to provide an increase in the fee to $200.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0015/,
H0016,,S FAILED,02/24 3rd rdg - FAILED - 11-23-1,1999-02-04,1999-02-24,,['Representative Linford'],,FISHING - Amends existing law to allow residents under fourteen years of age to use two fishing poles.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0016/,
H0017,,H Health/Wel,01/11 Rpt prt - to Health/Wel,,,,,,"MEDICAL LICENSE - Amends existing law to provide that, at the discretion of the board, a personal interview may be required of an applicant for licensure before the Board of Medicine.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0017/,
H0018,,LAW,02/19 Governor signed; Session Law Chapter 17; Effective: 07/01/99,1999-01-21,1999-02-10,,"['Representative Hansen(23)', 'Senator Wheeler']",Signed,BOARD OF MEDICINE - EMPLOYEES - Amends existing law to add quality assurance specialists or medical investigators of the Idaho Board of Medicine to the list of nonclassified employees.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0018/,
H0019,,H Health/Wel,01/11 Rpt prt - to Health/Wel,,,,,,CONTROLLED SUBSTANCE ACT - Amends existing law to add carisoprodol to Schedule IV of the Uniform Controlled Substance Act.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0019/,
H0020,,LAW,03/17 Governor signed; Session Law Chapter 67; Effective: 07/01/99,1999-02-19,1999-03-09,,"['Representative Limbaugh', 'Senator Wheeler']",Signed,CONTROLLED SUBSTANCE ACT - Amends existing law by adding sibutramine to Schedule IV of the Uniform Controlled Substance Act.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0020/,
H0021,,LAW,03/23 Governor signed; Session Law Chapter 242; Effective: 07/01/99,1999-02-04,1999-03-16,,"['Representative Crow', 'Senator Andreason']",Signed,PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law relating to the Public Employee Retirement System to clarify that the State Insurance Fund and public health districts are participating employers in the unused sick leave account.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0021/,
H0022,,H FAILED,02/04 3rd rdg - FAILED - 13-56-0,1999-02-04,,,,,"PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law relating to the Public Employee Retirement System to clarify the definitions of ""disability"" and ""disabled service.""  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0022/,
H0023,,LAW,03/23 Governor signed; Session Law Chapter 195; Effective: 07/01/99,1999-02-09,1999-03-15,,"['Representative Lake', 'Senator McLaughlin']",Signed,PUBLIC EMPLOYEE RETIREMENT SYSTEM - Amends existing law relating to the Public Employee Retirement System to require employer contributions each pay period; and to revise and clarify the interest charges on delinquent employer contributions and the process for collection of delinquent employer contributions through the state controller.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0023/,
H0024,,LAW,03/17 Governor signed; Session Law Chapter 68; Effective: 07/01/99,1999-02-22,1999-03-09,,"['Representative Chase', 'Senator King']",Signed,BUILDING SAFETY DIVISION - Amends existing law to provide correct references to the administrator of the Division of Building Safety.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0024/,
H0025,,LAW,03/18 Governor signed; Session Law Chapter 99; Effective: 07/01/99,1999-02-22,1999-03-11,,"['Representative Gagner', 'Senator King']",Signed,"MASTER ELECTRICIANS - LICENSE - Amends existing law governing the Idaho Electrical Board to provide clarification of terminology referring to a ""master electrician"" and to reduce the master electrician license renewal fee.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0025/,
H0026,,H Bus,02/26 Ret'd to Bus,,,,,,ELECTRICAL CODES - REFERENCES - Amends existing law to update references to the governing national codes of the Idaho Electrical Board.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0026/,
H0027,,H Bus,01/11 Rpt prt - to Bus,,,,,,ELECTRICAL BOARD - Amends existing law governing the Idaho Electrical Board to specify qualifications for membership on the board.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0027/,
H0028,,LAW,03/18 Governor signed; Session Law Chapter 100; Effective: 07/01/99,1999-02-22,1999-03-11,,"['Representative Gagner', 'Senator King']",Signed,ELECTRICIANS - LICENSE - Amends existing law to require proof of having met continuing education requirements by applicants for renewal of electrician's licenses.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0028/,
H0029,,LAW,03/11 Governor signed; Session Law Chapter 56; Effective: 07/01/99,1999-02-10,1999-03-02,,"['Representative Jones', 'Senator Andreason']",Signed,EDUCATION BOARD - Amends existing law to strike provisions creating councils of the State Board of Education to govern state institutions of higher education and public schools.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0029/,
H0030,,LAW,03/23 Governor signed; Session Law Chapter 196; Effective: 07/01/99,1999-02-04,1999-03-16,,"['Representative Zimmermann', 'Senator Andreason']",Signed,PAUL L. FOWLER SCHOLARSHIP - Repeals existing law to eliminate reference to the Paul L. Fowler Memorial Scholarship Fund.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0030/,
H0031,,H Jud,01/11 Rpt prt - to Jud,,,,,,JUVENILE OFFENDERS - Amends and adds to existing law to provide that the Department of Juvenile Corrections may establish and enforce child support to reimburse the department for costs incurred for the care and support of juveniles committed to its custody; and to provide that the department may contract with the Department of Health and Welfare for services relating to child support.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0031/,
H0032,,H Jud,01/11 Rpt prt - to Jud,,,,,,JUVENILE OFFENDERS - Amends and adds to existing law to provide the options of the Department of Juvenile Corrections for the placement of juvenile offenders committed to its custody.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0032/,
H0033,,H Jud,01/11 Rpt prt - to Jud,,,,,,JUVENILES - Amends existing law to provide that the juvenile court may transfer jurisdiction over a juvenile to the district court if the juvenile commits an act after age sixteen that would be a crime if committed by an adult and if the juvenile has experienced a prior commitment to the Department of Juvenile Corrections.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0033/,
H0034,,H Jud,01/11 Rpt prt - to Jud,,,,,,JUVENILE OFFENDER - COMBINED CUSTODY - Amends existing law to allow a juvenile offender to receive a combined sentence to the custody of the Department of Juvenile Corrections and the adult correction system.  ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0034/,
H0035,,H Jud,01/11 Rpt prt - to Jud,,,,,,"HUMAN RIGHTS ACT - Amends existing law to increase the amount of punitive damages that may be awarded for violating the Idaho Human Rights Act from $1,000 to $5,000.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0035/,
H0036,,H St Aff,01/11 Rpt prt - to St Aff,,,,,,"HARASSMENT - SEXUAL ORIENTATION - Amends existing law to provide that it shall be unlawful for any person, maliciously and with the specific intent, to intimidate or harass another person because of the person's sexual orientation.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0036/,
H0037,Amended,LAW,03/23 Governor signed; Session Law Chapter 243; Effective: 07/01/99,1999-02-15,1999-03-16,,"['Representative Lake', 'Senator Andreason']",Signed,"STATE EMPLOYEES - LEAVE - Amends existing law to provide that credited state service, whether for regular or overtime hours, will result in accrual of sick and annual leave; and to revise how one hour of credited service shall be earned by each eligible officer or employee.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0037/,
H0038,,H Jud,01/11 Rpt prt - to Jud,,,,,,"CRIMINAL HISTORY RECORDS - Repeals, amends and adds to existing law to provide for a central repository of criminal history records, fingerprints and uniform crime information; and to provide reporting requirements of criminal justice agencies and the courts.  ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/1999/legislation/H0038/,
