bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0001,,LAW,02/04 Governor signed; Session Law Chapter 1; Effective: 02/04/03,2003-01-15,2003-01-27,,"['Representative Lake', 'Senator Darrington']",Signed,IDAHO MILLENNIUM FUND - Amends existing law to revise the distribution of funds to the Idaho Millennium Income Fund from the Idaho Millennium Fund.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0001/,
H0002,,H Approp,01/06 House intro - 1st rdg - to printing;  Rpt prt - to Approp,,,,,,"APPROPRIATIONS - ENERGY STUDY - Appropriating $25,000 to the Legislative Account to retain a consultant to assist the committee appointed to study energy-related issues.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0002/,
H0003,Amended,LAW,02/27 Governor signed; Session Law Chapter 28; Effective: 07/01/03,2003-02-05,2003-02-18,,"['Representative Clark', 'Senator Lodge']",Signed,VIOLENT SEXUAL PREDATORS - Amends existing law to require the sheriff to publish in a newspaper information concerning registration within the county of a person classified as a violent sexual predator presenting high risk of reoffense.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0003/,
H0004,,LAW,04/02 Governor signed; Session Law Chapter 200; Effective: 07/01/03,2003-01-28,2003-03-24,,"['Representative Eskridge', 'Senator Little']",Signed,FISHING AND HUNTING LICENSES - Amends and repeals existing law to delete the requirement for the Department of Fish and Game to compile and disburse a list of fishing and/or hunting privilege revocations to conservation officers and fish and game license vendors.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0004/,
H0005,,S Res/Env,01/29 Senate intro - 1st rdg - to Res/Env,2003-01-28,,,['Representative Langhorst'],,FISH AND GAME LICENSES - Amends existing law to provide for the transfer of certain lifetime fish and game licenses of deceased minor children.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0005/,
H0006,,LAW,02/12 Governor signed; Session Law Chapter 13; Effective: 07/01/03,2003-01-29,2003-02-05,,"['Representative Jones', 'Senator Brandt']",Signed,FISH - Amends existing law to provide for the issuance of certain live fish transportation permits without fee.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0006/,
H0007,,S Com/HuRes,02/04 Senate intro - 1st rdg - to Com/HuRes,2003-02-03,,,['Representative Meyer'],,ATHLETE AGENTS - Amends existing law to provide for the licensure of athlete agents; to revise license renewal and reinstatement provisions; and to delete certain definitions.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0007/,
H0008,,H Bus,01/06 House intro - 1st rdg - to printing;  Rpt prt - to Bus,,,,,,LANDSCAPE ARCHITECTS - Amends existing law relating to landscape architecture to define terms; to revise qualifications for licensure; to revise board powers and duties; to revise endorsement provisions; to revise exemptions; to provide for applicability to local jurisdictions; to provide for application of seals for certification; to revise grounds for discipline; to provide for appeals of board orders; and to revise violations and penalties.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0008/,
H0009,Amended,LAW,04/08 Governor signed; Session Law Chapter 257; Effective: 07/01/03,2003-04-01,2003-03-26,,"['Representative Black', 'Senator Compton']",Signed,FUNERAL DIRECTORS - MORTICIANS - Amends and repeals existing law to revise examination and licensure of funeral directors and morticians; and to revise the licensing of funeral and crematory establishments.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0009/,
H0010,,H Health/Wel,02/13 Ref'd to Health/Wel,,,,,,COUNSELORS/THERAPISTS - Amends existing law to exempt from the chapter requirements for counselors and marriage and family therapists the activities of clergy persons if such activities are within the scope of the performance of ministerial duties; and to delete the exemption for services provided by nonprofit organizations or agencies.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2003/legislation/H0010/,
