bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0381,,H Agric,01/17 House intro - 1st rdg - to printing;  Rpt prt - to Agric Aff,,,,,,VETERINARY MEDICINE - Amends and adds to existing law governing the Idaho Board of Veterinary Medicine; to provide definitions; to require an active license; to provide exceptions; to provide requirements for the Board of Veterinary Medicine; to provide requirements for license applications; to provide for licensing without taking the clinical competency test; to provide requirements for temporary permits; to provide for renewal of license; to provide for inactive status licensing; to provide for expiration of licenses; to provide for corporate practice; to provide that unauthorized practice is a misdemeanor; to provide disciplinary actions and grounds for such actions; to provide violations; to increase penalties; to provide for calculation of multiple offenses; to provide who may bring an action to enjoin violations; to provide a reference to the Attorney General's Office; and to make technical corrections.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0381/,
H0382,,LAW,03/30 Governor signed; Session Law Chapter 99; Effective: 07/01/00,2000-03-10,2000-03-23,,"['Representative Montgomery', 'Representative Montgomery']",Signed,WHEAT COMMISSION - Amends existing law to change the designation of the administrator of the Idaho Wheat Commission to the executive director.                                                                          1/17     House intro - 1st rdg - to printing     Rpt prt - to Agric Aff ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0382/,
H0383,,LAW,03/30 Governor signed; Session Law Chapter 100; Effective: 07/01/00,2000-02-09,2000-03-23,,"['Representative Kempton', 'Senator Frasure']",Signed,"PARKS AND RECREATION CAPITAL IMPROVEMENT ACCOUNT - Amends existing law to broaden the uses of gasoline tax revenues distributed to the Park and Recreation Capital Improvement Account to include developing, constructing and maintaining roads, bridges and parking areas within and leading to park and recreation areas.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0383/,
H0384,,H Transp,01/17 House intro - 1st rdg - to printing;  Rpt prt - to Transp,,,,,,MOTORCYCLES - ALL-TERRAIN VEHICLES - Amends existing law to provide an exemption from the requirement to obtain a motorcycle endorsement when operating motorcycles on certain unpaved or specially designated highways on public land; to require registration fees for motorcycles operated on public highways and for motorcycles and all-terrain vehicles operated off the public highways; to provide exemptions from operating fees for motorcycles and all-terrain vehicles used on unpaved highways and specially designated highways on public land; to provide for application of certain criminal and motor vehicle laws; to provide that political subdivisions of the state may adopt ordinances designating certain highways upon which unregistered all-terrain vehicles and motorcycles may be operated; to provide that costs relating to posting of the signs are eligible for reimbursement; to provide for registration of all-terrain vehicles or motorcycles used off highways and to provide an exemption; to provide a reference to motorbike/ATV registration stickers; and to provide the effective period for the stickers.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0384/,
H0385,Amended,LAW,03/30 To Governor;  Governor signed; Session Law Chapter 101; Effective: 07/01/00,2000-02-11,2000-03-24,,"['Representative Pischner', 'Senator Riggs']",Signed,"FARM TRACTORS/VEHICLES - Amends existing law to revise the specifications for flags when they are required to be displayed on projecting loads, farm tractors or implements of husbandry; and to clarify terminology relating to penalties for weight violations.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0385/,
H0386,,LAW,02/18 Governor signed; Session Law Chapter 4; Effective: 07/01/00,2000-01-31,2000-02-08,,"['Representative Callister', 'Senator Richardson']",Signed,ELECTIONS - Amends existing law to revise timing requirements for the filing of a declaration of intent for recreation districts and soil conservation districts for election purposes.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0386/,
H0387,,LAW,02/16 Governor signed; Session Law Chapter 3; Effective: 07/01/00,2000-01-31,2000-02-08,,"['Representative Stone', 'Senator Whitworth']",Signed,STATE PROPERTY - PURCHASE - Repeals existing law to delete the revolving account for the purchase of state property.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0387/,
H0388,,LAW,02/18 Governor signed; Session Law Chapter 5; Effective: 07/01/00,2000-01-31,2000-02-08,,"['Representative Ellsworth', 'Senator Sandy']",Signed,PURCHASING DIVISION - Amends existing law to provide that the administrator of the Division of Purchasing may permit an exchange of property in part payment for new property acquisitions from contracts for the same or similar property.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0388/,
H0389,Amended,LAW,04/14 Governor signed; Session Law Chapter 288; Effective: 07/01/00,2000-02-22,2000-03-30,,"['Representative Alltus', 'Senator Davis']",Signed,IDAHO TRUST INSTITUTIONS ACT - Amends and repeals existing law to enact the Idaho Trust Institutions Act.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0389/,
H0390,,LAW,04/14 Governor signed; Session Law Chapter 289; Effective: 07/01/00,2000-02-11,2000-04-04,,"['Representative Stone', 'Senator Williams']",Signed,PROFESSIONAL ENGINEERS AND LAND SURVEYORS - Amends and repeals existing law relating to professional engineers and land surveyors to provide for biennial renewal of licenses; to provide an electronic format for maintenance of a roster; to provide correct nomenclature; and to allow the board to extend the time for hearing a complaint.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2000/legislation/H0390/,
