bill_num,amended,short_outcome,final_action,house_vote_date,senate_vote_date,leg_cosponsors,floor_sponsors,gov_action,short_desc,long_desc,topics_all,topics_coded,t1,t1_aye,t2,t2_aye,t3,t3_aye,t4,t4_aye,t5,t5_aye,bill_group,link,notes
H0001,,H Health/Wel,01/08 House intro - 1st rdg - to printing;  Rpt prt - to Health/Wel,,,,,,MEDICAL ASSISTANCE - COST-SHARING - Amends existing law to authorize the Department of Health and Welfare to implement copayment and other reasonable cost-sharing methods for medical assistance programs.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0001/,
H0002,,LAW,03/19 Governor signed; Session Law Chapter 47; Effective: 03/19/01,2001-02-16,2001-03-08,,"['Representative Jaquet', 'Senator Ipsen']",Signed,MEDICAID - TRANSPORTATION - Amends existing law relating to claims for reimbursement for transportation of medicaid clients to clarify conditions which constitute a violation of the limitation; and to extend the sunset clause.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0002/,
H0003,,H Health/Wel,01/08 House intro - 1st rdg - to printing;  Rpt prt - to Health/Wel,,,,,,"CONTROLLED SUBSTANCES - Amends existing law to provide for imposition of an administrative fine and costs incurred by the Board of Pharmacy with respect to actions to deny, suspend, revoke or refuse to renew a controlled substance registration.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0003/,
H0004,,LAW,03/22 Governor signed; Session Law Chapter 76; Effective: 07/01/01,2001-02-19,2001-03-16,,"['Representative Henbest', 'Senator Ipsen']",Signed,NURSING BOARD - Amends and adds to existing law to authorize the Board of Nursing to enter into multistate agreements or compacts; and to clarify the authority of the Board of Nursing to submit significant investigative information to the coordinated licensure information system.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0004/,
H0005,Amended,LAW,03/22 Governor signed; Session Law Chapter 77; Effective: 07/01/01,2001-02-23,2001-03-16,,"['Representative Raybould', 'Senator Darrington']",Signed,"NURSING HOME ADMINISTRATORS - Amends existing law to define ""temporary permit"" and ""administrator designee""; to provide that nursing homes may operate under the supervision of a qualified administrator designee for up to eight continuous weeks; to provide that a consulting agreement entered into between an administrator designee and an Idaho licensed administrator shall be submitted to the board; to increase the maximum fee which may be charged for an application, license, renewal, permit or registration; to remove the board's authority to issue temporary licenses on an emergency basis; to increase the maximum fee which may be charged for reinstatement of a license; and to provide for issuance of temporary permits.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0005/,
H0006,,H Health/Wel,01/08 House intro - 1st rdg - to printing;  Rpt prt - to Health/Wel,,,,,,"PODIATRISTS - Amends existing law to provide for the suspension, denial, refusal or revocation of a license due to a person's inability to practice podiatry due to a physical or mental disability.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0006/,
H0007,Amended,LAW,03/22 Governor signed; Session Law Chapter 78; Effective: 07/01/01,2001-02-27,2001-03-19,,"['Representative Loertscher', 'Senator King-Barrutia']",Signed,SOCIAL WORK LICENSE - Amends existing law to increase the maximum fee for social work licenses.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0007/,
H0008,,LAW,03/22 Governor signed; Session Law Chapter 79; Effective: 07/01/01,2001-02-16,2001-03-16,,"['Representative Moss', 'Senator King-Barrutia']",Signed,"AGING COMMISSION - INVESTIGATIONS - Amends existing law to provide that when notification is required to be made to law enforcement regarding the results of certain investigations by the Commission on Aging, the commission shall also disclose the names of the persons associated with the commission's written report of its investigation.                                                                          ",,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0008/,
H0009,Amended,LAW,03/22 Governor signed; Session Law Chapter 80; Effective: 07/01/01,2001-02-23,2001-03-16,,"['Representative Moss', 'Senator Ipsen']",Signed,CHIROPRACTIC INTERNS - Amends existing law to provide for the registration of chiropractic interns who are under the supervision of licensed chiropractic physicians; and to provide for registration and issuance of temporary permits.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0009/,
H0010,,LAW,03/20 Governor signed; Session Law Chapter 68; Effective: 07/01/01,2001-02-16,2001-03-13,,"['Representative Henbest', 'Senator Ipsen']",Signed,VETERANS HOMES/STATE HOSPITAL SOUTH - Amends existing law to provide that reimbursement of costs for the nursing facilities at Idaho State Veterans Homes and State Hospital South shall be based upon medicare reasonable cost provisions.                                                                          ,,,,,,,,,,,,,,,https://legislature.idaho.gov/sessioninfo/2001/legislation/H0010/,
